vu_id,user_iteration,user_id,email,start_offset_ms
87,1,9100517,s08-user-517@test.tikitaka.local,860
87,2,9100518,s08-user-518@test.tikitaka.local,860
87,3,9100519,s08-user-519@test.tikitaka.local,860
87,4,9100520,s08-user-520@test.tikitaka.local,860
87,5,9100521,s08-user-521@test.tikitaka.local,860
87,6,9100522,s08-user-522@test.tikitaka.local,860
88,1,9100523,s08-user-523@test.tikitaka.local,870
88,2,9100524,s08-user-524@test.tikitaka.local,870
88,3,9100525,s08-user-525@test.tikitaka.local,870
88,4,9100526,s08-user-526@test.tikitaka.local,870
88,5,9100527,s08-user-527@test.tikitaka.local,870
88,6,9100528,s08-user-528@test.tikitaka.local,870
89,1,9100529,s08-user-529@test.tikitaka.local,880
89,2,9100530,s08-user-530@test.tikitaka.local,880
89,3,9100531,s08-user-531@test.tikitaka.local,880
89,4,9100532,s08-user-532@test.tikitaka.local,880
89,5,9100533,s08-user-533@test.tikitaka.local,880
89,6,9100534,s08-user-534@test.tikitaka.local,880
90,1,9100535,s08-user-535@test.tikitaka.local,890
90,2,9100536,s08-user-536@test.tikitaka.local,890
90,3,9100537,s08-user-537@test.tikitaka.local,890
90,4,9100538,s08-user-538@test.tikitaka.local,890
90,5,9100539,s08-user-539@test.tikitaka.local,890
90,6,9100540,s08-user-540@test.tikitaka.local,890
91,1,9100541,s08-user-541@test.tikitaka.local,900
91,2,9100542,s08-user-542@test.tikitaka.local,900
91,3,9100543,s08-user-543@test.tikitaka.local,900
91,4,9100544,s08-user-544@test.tikitaka.local,900
91,5,9100545,s08-user-545@test.tikitaka.local,900
91,6,9100546,s08-user-546@test.tikitaka.local,900
92,1,9100547,s08-user-547@test.tikitaka.local,910
92,2,9100548,s08-user-548@test.tikitaka.local,910
92,3,9100549,s08-user-549@test.tikitaka.local,910
92,4,9100550,s08-user-550@test.tikitaka.local,910
92,5,9100551,s08-user-551@test.tikitaka.local,910
92,6,9100552,s08-user-552@test.tikitaka.local,910
93,1,9100553,s08-user-553@test.tikitaka.local,920
93,2,9100554,s08-user-554@test.tikitaka.local,920
93,3,9100555,s08-user-555@test.tikitaka.local,920
93,4,9100556,s08-user-556@test.tikitaka.local,920
93,5,9100557,s08-user-557@test.tikitaka.local,920
93,6,9100558,s08-user-558@test.tikitaka.local,920
94,1,9100559,s08-user-559@test.tikitaka.local,930
94,2,9100560,s08-user-560@test.tikitaka.local,930
94,3,9100561,s08-user-561@test.tikitaka.local,930
94,4,9100562,s08-user-562@test.tikitaka.local,930
94,5,9100563,s08-user-563@test.tikitaka.local,930
94,6,9100564,s08-user-564@test.tikitaka.local,930
95,1,9100565,s08-user-565@test.tikitaka.local,940
95,2,9100566,s08-user-566@test.tikitaka.local,940
95,3,9100567,s08-user-567@test.tikitaka.local,940
95,4,9100568,s08-user-568@test.tikitaka.local,940
95,5,9100569,s08-user-569@test.tikitaka.local,940
95,6,9100570,s08-user-570@test.tikitaka.local,940
96,1,9100571,s08-user-571@test.tikitaka.local,950
96,2,9100572,s08-user-572@test.tikitaka.local,950
96,3,9100573,s08-user-573@test.tikitaka.local,950
96,4,9100574,s08-user-574@test.tikitaka.local,950
96,5,9100575,s08-user-575@test.tikitaka.local,950
96,6,9100576,s08-user-576@test.tikitaka.local,950
97,1,9100577,s08-user-577@test.tikitaka.local,960
97,2,9100578,s08-user-578@test.tikitaka.local,960
97,3,9100579,s08-user-579@test.tikitaka.local,960
97,4,9100580,s08-user-580@test.tikitaka.local,960
97,5,9100581,s08-user-581@test.tikitaka.local,960
97,6,9100582,s08-user-582@test.tikitaka.local,960
98,1,9100583,s08-user-583@test.tikitaka.local,970
98,2,9100584,s08-user-584@test.tikitaka.local,970
98,3,9100585,s08-user-585@test.tikitaka.local,970
98,4,9100586,s08-user-586@test.tikitaka.local,970
98,5,9100587,s08-user-587@test.tikitaka.local,970
98,6,9100588,s08-user-588@test.tikitaka.local,970
99,1,9100589,s08-user-589@test.tikitaka.local,980
99,2,9100590,s08-user-590@test.tikitaka.local,980
99,3,9100591,s08-user-591@test.tikitaka.local,980
99,4,9100592,s08-user-592@test.tikitaka.local,980
99,5,9100593,s08-user-593@test.tikitaka.local,980
99,6,9100594,s08-user-594@test.tikitaka.local,980
100,1,9100595,s08-user-595@test.tikitaka.local,990
100,2,9100596,s08-user-596@test.tikitaka.local,990
100,3,9100597,s08-user-597@test.tikitaka.local,990
100,4,9100598,s08-user-598@test.tikitaka.local,990
100,5,9100599,s08-user-599@test.tikitaka.local,990
100,6,9100600,s08-user-600@test.tikitaka.local,990
